"ID";"DTM";"P";"T";"RM"
"METIKALOV";1940-10-15;82;4.903;56.295
"METIKALOV";1940-11-15;45.28;0.995;37.447
"METIKALOV";1940-12-15;51.54;-8.226;6.682
"METIKALOV";1941-01-15;23.64;-10.396;6.081
"METIKALOV";1941-02-15;25.49;-4.687;15.21
"METIKALOV";1941-03-15;104;-0.579;28.969
"METIKALOV";1941-04-15;21.32;2.576;81.099
"METIKALOV";1941-05-15;85.18;5.648;38.271
"METIKALOV";1941-06-15;81.18;13.753;12.384
"METIKALOV";1941-07-15;124.57;15.744;14.537
"METIKALOV";1941-08-15;87.29;13.031;17.005
"METIKALOV";1941-09-15;82.4;10.286;36.594
"METIKALOV";1941-10-15;45.62;4.51;28.662
"METIKALOV";1941-11-15;93.87;-2.401;23.849
"METIKALOV";1941-12-15;79.21;-4.307;21.43
"METIKALOV";1942-01-15;65.85;-12.88;12.208
"METIKALOV";1942-02-15;38.38;-8.497;11.109
"METIKALOV";1942-03-15;65.34;-1.084;30.307
"METIKALOV";1942-04-15;97.41;3.974;229.532
"METIKALOV";1942-05-15;77.01;9.651;18.016
"METIKALOV";1942-06-15;70.18;11.962;13.484
"METIKALOV";1942-07-15;77.15;14.142;12.308
"METIKALOV";1942-08-15;102.51;16.236;11.76
"METIKALOV";1942-09-15;41.7;14.184;9.39
"METIKALOV";1942-10-15;138.5;8.415;72.762
"METIKALOV";1942-11-15;80.78;-1.218;28.542
"METIKALOV";1942-12-15;82.63;-2.114;29.768
"METIKALOV";1943-01-15;31.37;-6.003;21.298
"METIKALOV";1943-02-15;33.91;-1.307;32.395
"METIKALOV";1943-03-15;28.18;2.137;25.659
"METIKALOV";1943-04-15;25.17;6.279;16.601
"METIKALOV";1943-05-15;51.11;9.764;15.546
"METIKALOV";1943-06-15;24.68;11.653;13.69
"METIKALOV";1943-07-15;88.65;15.656;12.927
"METIKALOV";1943-08-15;37.05;16.645;11.327
"METIKALOV";1943-09-15;73.48;12.376;10.372
"METIKALOV";1943-10-15;71.29;8.307;9.887
"METIKALOV";1943-11-15;49.94;-1.398;20.821
"METIKALOV";1943-12-15;93.21;-4.377;21.18
"METIKALOV";1944-01-15;51.99;-2.619;27.834
"METIKALOV";1944-02-15;33.5;-6.002;20.537
"METIKALOV";1944-03-15;15.81;-3.212;28.724
"METIKALOV";1944-04-15;84.72;5.803;78.251
"METIKALOV";1944-05-15;32.18;9.046;15.617
"METIKALOV";1944-06-15;110.61;12.153;16.142
"METIKALOV";1944-07-15;30.98;15.447;12.933
"METIKALOV";1944-08-15;65.23;18.358;11.937
"METIKALOV";1944-09-15;68.66;11.376;10.76
"METIKALOV";1944-10-15;1.83;6.359;9.545
"METIKALOV";1944-11-15;70.2;-0.516;13.714
"METIKALOV";1944-12-15;25.98;-4.599;16.193
"METIKALOV";1945-01-15;98.85;-9.25;9.925
"METIKALOV";1945-02-15;91.23;-0.714;30.308
"METIKALOV";1945-03-15;128;2.683;221.475
"METIKALOV";1945-04-15;44.01;6.491;12.99
"METIKALOV";1945-05-15;52.56;11.991;12.119
"METIKALOV";1945-06-15;92.77;14.671;11.934
"METIKALOV";1945-07-15;81.24;15.75;10.463
"METIKALOV";1945-08-15;23.58;14.342;8.561
"METIKALOV";1945-09-15;55.12;11.484;7.882
"METIKALOV";1945-10-15;51.87;6.589;7.213
"METIKALOV";1945-11-15;48;-0.425;10.767
"METIKALOV";1945-12-15;39.23;-3.523;17.355
"METIKALOV";1946-01-15;47.24;-6.797;12.199
"METIKALOV";1946-02-15;67.72;-2.591;24.522
"METIKALOV";1946-03-15;47.94;2.103;79.427
"METIKALOV";1946-04-15;52.18;8.602;11.557
"METIKALOV";1946-05-15;102.5;12.959;21.577
"METIKALOV";1946-06-15;84.99;13.241;11.295
"METIKALOV";1946-07-15;96.25;16.752;10.724
"METIKALOV";1946-08-15;118.42;14.941;17.073
"METIKALOV";1946-09-15;49.7;12.676;7.724
"METIKALOV";1946-10-15;66.91;3.313;41.917
"METIKALOV";1946-11-15;86.52;0.392;71.679
"METIKALOV";1946-12-15;50.7;-7.194;9.555
"METIKALOV";1947-01-15;48.93;-9.387;7.103
"METIKALOV";1947-02-15;123.8;-9.148;6.464
"METIKALOV";1947-03-15;32.48;0.523;146.309
"METIKALOV";1947-04-15;12.76;7.792;56.275
"METIKALOV";1947-05-15;60.39;12.191;6.333
"METIKALOV";1947-06-15;134.44;15.767;12.211
"METIKALOV";1947-07-15;117.29;17.045;10.082
"METIKALOV";1947-08-15;54.22;16.268;4.929
"METIKALOV";1947-09-15;45.83;15.879;4.028
"METIKALOV";1947-10-15;77.97;5.519;17.142
"METIKALOV";1947-11-15;50.89;0.993;38.67
"METIKALOV";1947-12-15;46.76;-4.392;14.257
"METIKALOV";1948-01-15;41.64;-2.287;18.845
"METIKALOV";1948-02-15;52.15;-4.672;18.078
"METIKALOV";1948-03-15;68.65;3.72;68.783
"METIKALOV";1948-04-15;45.1;7.963;9.73
"METIKALOV";1948-05-15;32.45;11.851;8.579
"METIKALOV";1948-06-15;65.34;13.731;8.119
"METIKALOV";1948-07-15;59.18;14.117;7.163
"METIKALOV";1948-08-15;8.8;14.837;6.243
"METIKALOV";1948-09-15;23.17;12.74;5.686
"METIKALOV";1948-10-15;16.64;5.714;5.169
"METIKALOV";1948-11-15;22.07;1.3;4.706
"METIKALOV";1948-12-15;32.35;-2.547;4.278
"METIKALOV";1949-01-15;96.85;-2.826;12.846
"METIKALOV";1949-02-15;133.12;-1.821;23.68
"METIKALOV";1949-03-15;40.04;-1.097;29.504
"METIKALOV";1949-04-15;21.15;8.202;42.083
"METIKALOV";1949-05-15;54.18;10.533;12.993
"METIKALOV";1949-06-15;49.74;11.461;11.548
"METIKALOV";1949-07-15;111.56;15.375;11.689
"METIKALOV";1949-08-15;118.13;15.545;11.44
"METIKALOV";1949-09-15;8.77;14.575;8.306
"METIKALOV";1949-10-15;17.51;8.002;7.58
"METIKALOV";1949-11-15;128.34;0.183;71.676
"METIKALOV";1949-12-15;148.81;-2.232;24.395
"METIKALOV";1950-01-15;58.27;-6.485;15.233
"METIKALOV";1950-02-15;38.62;-0.887;31.642
"METIKALOV";1950-03-15;71.29;2.21;147.746
"METIKALOV";1950-04-15;64.02;4.676;35.522
"METIKALOV";1950-05-15;107.43;12.371;32.083
"METIKALOV";1950-06-15;86.49;16.265;14.357
"METIKALOV";1950-07-15;33.24;16.579;11.19
"METIKALOV";1950-08-15;75.13;16.144;10.371
"METIKALOV";1950-09-15;55.66;10.972;9.243
"METIKALOV";1950-10-15;10.87;4.717;8.26
"METIKALOV";1950-11-15;16.38;-0.192;7.508
"METIKALOV";1950-12-15;10.68;-6.302;6.832
"METIKALOV";1951-01-15;66.72;-3.262;11.3
"METIKALOV";1951-02-15;63.87;-2.124;24.007
"METIKALOV";1951-03-15;13.96;-0.901;14.294
"METIKALOV";1951-04-15;56.69;5.564;25.81
"METIKALOV";1951-05-15;80.88;9.653;17.489
"METIKALOV";1951-06-15;36.79;14.035;9.075
"METIKALOV";1951-07-15;86.6;15.563;8.84
"METIKALOV";1951-08-15;70.15;16.417;7.652
"METIKALOV";1951-09-15;81.3;13.056;6.992
"METIKALOV";1951-10-15;43.57;5.384;6.282
"METIKALOV";1951-11-15;27.23;2.679;14.161
"METIKALOV";1951-12-15;55.7;-1.246;19.565
"METIKALOV";1952-01-15;65.5;-5.17;16.281
"METIKALOV";1952-02-15;32.82;-4.629;19.073
"METIKALOV";1952-03-15;43.4;-0.962;28.573
"METIKALOV";1952-04-15;33.94;9.155;13.913
"METIKALOV";1952-05-15;44.98;9.572;13.29
"METIKALOV";1952-06-15;92.6;13.565;13.323
"METIKALOV";1952-07-15;54.42;17.065;11.075
"METIKALOV";1952-08-15;78.31;17.111;10.069
"METIKALOV";1952-09-15;31.92;8.446;8.751
"METIKALOV";1952-10-15;4.06;3.976;7.902
"METIKALOV";1952-11-15;77.18;-2.036;8.456
"METIKALOV";1952-12-15;41.73;-5.019;15.543
"METIKALOV";1953-01-15;53.94;-4.887;17.349
"METIKALOV";1953-02-15;40.61;-3.364;23.179
"METIKALOV";1953-03-15;85.77;2.585;105.69
"METIKALOV";1953-04-15;31.95;7.616;11.352
"METIKALOV";1953-05-15;66.14;10.744;11.101
"METIKALOV";1953-06-15;41.17;14.688;9.484
"METIKALOV";1953-07-15;20.25;16.505;8.351
"METIKALOV";1953-08-15;54.95;14.917;7.638
"METIKALOV";1953-09-15;119.01;12.253;7.1
"METIKALOV";1953-10-15;83.13;8.558;50.932
"METIKALOV";1953-11-15;52.93;1.632;42.98
"METIKALOV";1953-12-15;31.65;-0.931;14.437
"METIKALOV";1954-01-15;57.59;-9.624;7.929
"METIKALOV";1954-02-15;51.99;-7.567;8.48
"METIKALOV";1954-03-15;17.92;2.176;107.267
"METIKALOV";1954-04-15;30.3;3.19;6.714
"METIKALOV";1954-05-15;47.23;9.947;6.527
"METIKALOV";1954-06-15;145.57;15.209;22.341
"METIKALOV";1954-07-15;72.61;12.634;6.747
"METIKALOV";1954-08-15;22.64;14.917;4.77
"METIKALOV";1954-09-15;30.21;12.065;4.316
"METIKALOV";1954-10-15;32.97;6.875;3.923
"METIKALOV";1954-11-15;79.91;0.404;25.959
"METIKALOV";1954-12-15;32.74;-1.128;11.701
"METIKALOV";1955-01-15;59.82;-5.051;13.809
"METIKALOV";1955-02-15;12.02;-5.539;13.928
"METIKALOV";1955-03-15;27.5;-2.153;17.374
"METIKALOV";1955-04-15;84.28;4.211;57.055
"METIKALOV";1955-05-15;43.72;8.454;9.187
"METIKALOV";1955-06-15;60.34;13.164;8.635
"METIKALOV";1955-07-15;222.54;15.328;75.055
"METIKALOV";1955-08-15;82.31;15.112;9.853
"METIKALOV";1955-09-15;126.3;11.921;62.857
"METIKALOV";1955-10-15;53.95;5.791;32.979
"METIKALOV";1955-11-15;12.06;0.781;11.234
"METIKALOV";1955-12-15;25.87;-1.73;13.055
"METIKALOV";1956-01-15;44.43;-3.138;19.362
"METIKALOV";1956-02-15;56.45;-10.401;9.673
"METIKALOV";1956-03-15;39.32;-0.713;30.083
"METIKALOV";1956-04-15;78.2;3.498;63.941
"METIKALOV";1956-05-15;43.14;10.644;12.488
"METIKALOV";1956-06-15;69.33;11.543;11.749
"METIKALOV";1956-07-15;190.22;15.364;53.396
"METIKALOV";1956-08-15;89.44;13.321;19.115
"METIKALOV";1956-09-15;55.69;12.445;10.471
"METIKALOV";1956-10-15;44.46;6.65;24.562
"METIKALOV";1956-11-15;31.56;-1.1;15.232
"METIKALOV";1956-12-15;86.6;-1.554;27.671
"METIKALOV";1957-01-15;36.03;-3.394;25.901
"METIKALOV";1957-02-15;38.97;0.969;44.308
"METIKALOV";1957-03-15;63.95;3.806;44.983
"METIKALOV";1957-04-15;52.17;5.452;22.391
"METIKALOV";1957-05-15;44.11;7.926;12.319
"METIKALOV";1957-06-15;101.17;15.836;13.055
"METIKALOV";1957-07-15;87.46;16.475;11.313
"METIKALOV";1957-08-15;66.65;13.463;9.501
"METIKALOV";1957-09-15;23.86;9.995;8.104
"METIKALOV";1957-10-15;78.6;6.693;11.607
"METIKALOV";1957-11-15;34.27;2.062;27.432
"METIKALOV";1957-12-15;90.17;-2.909;21.417
"METIKALOV";1958-01-15;44.06;-3.904;21.397
"METIKALOV";1958-02-15;76.01;-0.719;32.645
"METIKALOV";1958-03-15;67.36;-3.194;29.362
"METIKALOV";1958-04-15;40.3;2.994;64.257
"METIKALOV";1958-05-15;36.36;12.361;16.175
"METIKALOV";1958-06-15;46.59;12.833;14.677
"METIKALOV";1958-07-15;184.02;15.353;38.304
"METIKALOV";1958-08-15;66.53;15.356;13.725
"METIKALOV";1958-09-15;85.67;12.356;21.764
"METIKALOV";1958-10-15;9.09;7.281;10.437
"METIKALOV";1958-11-15;73.78;2.371;50
"METIKALOV";1958-12-15;51.02;-0.932;22.526
"METIKALOV";1959-01-15;59.93;-2.862;26.653
"METIKALOV";1959-02-15;77.9;-3.395;27.556
"METIKALOV";1959-03-15;48.53;3.509;69.472
"METIKALOV";1959-04-15;40.61;7.455;15.153
"METIKALOV";1959-05-15;78.79;10.533;15.039
"METIKALOV";1959-06-15;79.9;14.327;13.931
"METIKALOV";1959-07-15;107.76;17.048;13.48
"METIKALOV";1959-08-15;45.99;15.528;10.448
"METIKALOV";1959-09-15;61.07;11.056;9.523
"METIKALOV";1959-10-15;102.77;6.158;44.587
"METIKALOV";1959-11-15;44;0.87;38.148
"METIKALOV";1959-12-15;36.57;-0.498;17.106
"METIKALOV";1960-01-15;48.89;-4.223;20.539
"METIKALOV";1960-02-15;23.47;-3.419;19.313
"METIKALOV";1960-03-15;17.95;1.226;12.11
"METIKALOV";1960-04-15;69.78;5.29;35.477
"METIKALOV";1960-05-15;82.93;10.944;15.029
"METIKALOV";1960-06-15;41.81;14.347;10.154
"METIKALOV";1960-07-15;39.74;13.917;8.958
"METIKALOV";1960-08-15;56.71;14.825;8.15
"METIKALOV";1960-09-15;1.37;11.057;7.242
"METIKALOV";1960-10-15;45.96;6.89;6.631
"METIKALOV";1960-11-15;22.74;2.981;6.056
"METIKALOV";1960-12-15;61.34;-1.457;13.066
"METIKALOV";1961-01-15;28.19;-3.975;14.25
"METIKALOV";1961-02-15;55.58;1.18;52.363
"METIKALOV";1961-03-15;41.54;3.961;20.321
"METIKALOV";1961-04-15;60.37;9.146;11.712
"METIKALOV";1961-05-15;67.33;8.158;9.242
"METIKALOV";1961-06-15;96.32;14.236;8.675
"METIKALOV";1961-07-15;72.35;13.222;6.797
"METIKALOV";1961-08-15;55.58;13.845;5.457
"METIKALOV";1961-09-15;36.29;14.159;4.557
"METIKALOV";1961-10-15;43.02;7.858;4.163
"METIKALOV";1961-11-15;33.67;1.406;3.812
"METIKALOV";1961-12-15;53.18;-4.117;13.39
"METIKALOV";1962-01-15;42.34;-1.513;19.204
"METIKALOV";1962-02-15;57.63;-2.834;23.137
"METIKALOV";1962-03-15;48.04;-2.342;22.139
"METIKALOV";1962-04-15;37.43;6.389;12.54
"METIKALOV";1962-05-15;65.96;7.874;14.324
"METIKALOV";1962-06-15;34.46;12.276;10.787
"METIKALOV";1962-07-15;61.74;13.467;10.02
"METIKALOV";1962-08-15;30.01;14.687;8.706
"METIKALOV";1962-09-15;39.83;10.266;7.913
"METIKALOV";1962-10-15;13.01;5.983;7.15
"METIKALOV";1962-11-15;12.1;0.476;6.505
"METIKALOV";1962-12-15;53.98;-6.904;5.916
"METIKALOV";1963-01-15;23.97;-9.681;5.383
"METIKALOV";1963-02-15;24.65;-8.463;4.899
"METIKALOV";1963-03-15;33.67;-0.162;14.862
"METIKALOV";1963-04-15;35.38;6.582;25.308
"METIKALOV";1963-05-15;71.55;10.58;7.531
"METIKALOV";1963-06-15;153.61;14.116;47.897
"METIKALOV";1963-07-15;86.16;16.187;7.971
"METIKALOV";1963-08-15;63.79;14.7;6.056
"METIKALOV";1963-09-15;93.01;12.109;10.507
"METIKALOV";1963-10-15;25.79;5.941;6.601
"METIKALOV";1963-11-15;73.15;5.089;53.445
"METIKALOV";1963-12-15;8.9;-6.3;7.118
"METIKALOV";1964-01-15;26.82;-6.391;9.503
"METIKALOV";1964-02-15;29.21;-3.801;15.775
"METIKALOV";1964-03-15;33.78;-2.275;14.591
"METIKALOV";1964-04-15;30.01;6.709;8.405
"METIKALOV";1964-05-15;45.99;11.683;8.307
"METIKALOV";1964-06-15;53.86;16.169;7.492
"METIKALOV";1964-07-15;33.55;16.732;6.427
"METIKALOV";1964-08-15;77.72;13.78;5.929
"METIKALOV";1964-09-15;23.74;11.446;5.26
"METIKALOV";1964-10-15;56.72;5.27;4.83
"METIKALOV";1964-11-15;51.47;2.532;14.621
"METIKALOV";1964-12-15;23.97;-2.591;10.171
"METIKALOV";1965-01-15;53.75;-1.039;18.853
"METIKALOV";1965-02-15;33.78;-5.155;16.222
"METIKALOV";1965-03-15;49.53;-1.004;20.825
"METIKALOV";1965-04-15;80;4.896;51.969
"METIKALOV";1965-05-15;178.71;9.141;101.21
"METIKALOV";1965-06-15;102.71;13.989;16.538
"METIKALOV";1965-07-15;119.83;13.938;30.507
"METIKALOV";1965-08-15;24.99;13.18;9.608
"METIKALOV";1965-09-15;100.08;10.499;20.841
"METIKALOV";1965-10-15;14.38;5.525;8.085
"METIKALOV";1965-11-15;95.06;-1.381;24.559
"METIKALOV";1965-12-15;93.92;0.574;117.992
"METIKALOV";1966-01-15;33.32;-5.936;15.941
"METIKALOV";1966-02-15;59.57;2.548;68.011
"METIKALOV";1966-03-15;61.62;0.938;46.096
"METIKALOV";1966-04-15;59.57;7.936;17.453
"METIKALOV";1966-05-15;44.74;11.341;9.382
"METIKALOV";1966-06-15;144.48;15.156;20.34
"METIKALOV";1966-07-15;88.1;14.419;9.844
"METIKALOV";1966-08-15;117.32;13.635;28.529
"METIKALOV";1966-09-15;13.58;11.009;6.59
"METIKALOV";1966-10-15;73.04;9.638;17.474
"METIKALOV";1966-11-15;28.3;-0.188;11.818
"METIKALOV";1966-12-15;100.08;-0.794;27.613
"METIKALOV";1967-01-15;47.02;-2.739;26.26
"METIKALOV";1967-02-15;60.6;-0.48;30.905
"METIKALOV";1967-03-15;60.48;2.87;53.608
"METIKALOV";1967-04-15;19.97;4.789;15.078
"METIKALOV";1967-05-15;94.15;11.093;15.727
"METIKALOV";1967-06-15;85.48;13.226;14.584
"METIKALOV";1967-07-15;75.66;17.209;12.772
"METIKALOV";1967-08-15;71.1;14.69;11.017
"METIKALOV";1967-09-15;96.09;11.839;11.309
"METIKALOV";1967-10-15;26.82;9.161;8.733
"METIKALOV";1967-11-15;18.6;1.462;13.685
"METIKALOV";1967-12-15;92.89;-2.426;23.446
"METIKALOV";1968-01-15;86.27;-4.062;21.829
"METIKALOV";1968-02-15;32.64;-1.726;30.41
"METIKALOV";1968-03-15;35.26;1.935;66.253
"METIKALOV";1968-04-15;65.62;6.752;30.428
"METIKALOV";1968-05-15;45.88;9.474;13.709
"METIKALOV";1968-06-15;65.85;14.559;12.809
"METIKALOV";1968-07-15;57.74;14.835;11.242
"METIKALOV";1968-08-15;127.13;14.467;10.958
"METIKALOV";1968-09-15;89.7;11.076;33.099
"METIKALOV";1968-10-15;54.09;7.674;31.067
"METIKALOV";1968-11-15;56.15;1.059;47.897
"METIKALOV";1968-12-15;26.13;-4.642;15.508
"METIKALOV";1969-01-15;18.94;-3.013;13.889
"METIKALOV";1969-02-15;30.36;-4.63;17.781
"METIKALOV";1969-03-15;57.52;-1.552;23.841
"METIKALOV";1969-04-15;74.29;4.876;48.134
"METIKALOV";1969-05-15;26.82;12.322;11.876
"METIKALOV";1969-06-15;89.58;13.406;11.676
"METIKALOV";1969-07-15;38.92;17.222;9.837
"METIKALOV";1969-08-15;70.53;14.474;8.992
"METIKALOV";1969-09-15;57.74;11.696;8.107
"METIKALOV";1969-10-15;18.6;7.248;7.292
"METIKALOV";1969-11-15;64.93;2.876;6.846
"METIKALOV";1969-12-15;24.65;-7.688;6.484
"METIKALOV";1970-01-15;27.16;-5.271;13.556
"METIKALOV";1970-02-15;104.19;-3.541;19.969
"METIKALOV";1970-03-15;55.46;-1.5;28.347
"METIKALOV";1970-04-15;72.01;3.599;101.923
"METIKALOV";1970-05-15;59.8;9.177;13.068
"METIKALOV";1970-06-15;54.44;15.426;11.672
"METIKALOV";1970-07-15;66.87;14.877;10.475
"METIKALOV";1970-08-15;161.37;14.848;29.572
"METIKALOV";1970-09-15;25.11;10.992;8.781
"METIKALOV";1970-10-15;72.69;6.561;30.312
"METIKALOV";1970-11-15;54.78;3.289;43.766
"METIKALOV";1970-12-15;49.07;-2.11;20.473
"METIKALOV";1971-01-15;21.23;-5.207;15.832
"METIKALOV";1971-02-15;21.8;-1.555;14.896
"METIKALOV";1971-03-15;33.21;-1.491;16.973
"METIKALOV";1971-04-15;24.76;6.916;11.085
"METIKALOV";1971-05-15;112.29;12.016;34.73
"METIKALOV";1971-06-15;120.97;11.982;38.591
"METIKALOV";1971-07-15;7.76;17.038;9.274
"METIKALOV";1971-08-15;67.9;16.845;8.738
"METIKALOV";1971-09-15;36.29;9.506;7.725
"METIKALOV";1971-10-15;32.52;5.974;7.017
"METIKALOV";1971-11-15;65.28;1.056;12.591
"METIKALOV";1971-12-15;35.61;1.209;30.003
"METIKALOV";1972-01-15;12.32;-5.046;9.287
"METIKALOV";1972-02-15;18.72;-1.398;9.615
"METIKALOV";1972-03-15;33.32;3.212;15.831
"METIKALOV";1972-04-15;49.98;5.242;14.231
"METIKALOV";1972-05-15;82.17;9.777;13.995
"METIKALOV";1972-06-15;55.46;13.676;6.068
"METIKALOV";1972-07-15;105.56;16.593;6.57
"METIKALOV";1972-08-15;33.09;14.454;4.408
"METIKALOV";1972-09-15;59.57;8.739;4.123
"METIKALOV";1972-10-15;15.63;3.758;3.543
"METIKALOV";1972-11-15;48.62;1.786;6.346
"METIKALOV";1972-12-15;7.65;-2.636;4.451
"METIKALOV";1973-01-15;21;-2.826;8.179
"METIKALOV";1973-02-15;43.71;-1.584;14.554
"METIKALOV";1973-03-15;12.9;1.529;6.086
"METIKALOV";1973-04-15;54.89;3.152;24.706
"METIKALOV";1973-05-15;30.24;10.983;5.704
"METIKALOV";1973-06-15;80;14.162;5.92
"METIKALOV";1973-07-15;81.14;15.293;5.265
"METIKALOV";1973-08-15;9.81;15.729;4.092
"METIKALOV";1973-09-15;9.59;12.466;3.719
"METIKALOV";1973-10-15;61.4;4.79;3.435
"METIKALOV";1973-11-15;40.63;0.289;10.724
"METIKALOV";1973-12-15;56.15;-3.139;17.148
"METIKALOV";1974-01-15;36.06;0.232;38.608
"METIKALOV";1974-02-15;42.11;0.755;32.116
"METIKALOV";1974-03-15;28.64;4.061;7.87
"METIKALOV";1974-04-15;13.35;5.889;5.166
"METIKALOV";1974-05-15;77.26;9.509;5.869
"METIKALOV";1974-06-15;98.83;12.486;6.465
"METIKALOV";1974-07-15;66.3;13.809;5.01
"METIKALOV";1974-08-15;72.58;16.183;4.403
"METIKALOV";1974-09-15;56.15;11.516;3.595
"METIKALOV";1974-10-15;90.95;3.064;34.098
"METIKALOV";1974-11-15;50.78;1.386;38.149
"METIKALOV";1974-12-15;113.21;2.154;90.739
"METIKALOV";1975-01-15;37.2;1.28;29.451
"METIKALOV";1975-02-15;25.91;-1.638;10.78
"METIKALOV";1975-03-15;60.94;1.416;47.751
"METIKALOV";1975-04-15;31.15;5.039;5.823
"METIKALOV";1975-05-15;58.32;11.032;5.966
"METIKALOV";1975-06-15;121.42;13.159;9.773
"METIKALOV";1975-07-15;40.51;16.477;4.716
"METIKALOV";1975-08-15;74.18;16.819;4.457
"METIKALOV";1975-09-15;72.12;13.906;3.926
"METIKALOV";1975-10-15;34.01;5.616;3.335
"METIKALOV";1975-11-15;56.83;0.002;23.414
"METIKALOV";1975-12-15;18.26;-1.026;7.045
"METIKALOV";1976-01-15;151.44;-1.352;23.116
"METIKALOV";1976-02-15;20.88;-2.257;24.68
"METIKALOV";1976-03-15;21.57;-1.684;23.682
"METIKALOV";1976-04-15;23.05;5.136;13.052
"METIKALOV";1976-05-15;40.74;11.412;12.394
"METIKALOV";1976-06-15;28.64;15.546;10.951
"METIKALOV";1976-07-15;83.08;17.667;10.23
"METIKALOV";1976-08-15;40.28;13.732;9.009
"METIKALOV";1976-09-15;49.07;10.669;8.193
"METIKALOV";1976-10-15;31.84;7.216;7.434
"METIKALOV";1976-11-15;47.47;2.596;6.857
"METIKALOV";1976-12-15;30.58;-3.933;8.898
"METIKALOV";1977-01-15;34.01;-2.43;14.855
"METIKALOV";1977-02-15;54.44;0.152;52.701
"METIKALOV";1977-03-15;47.7;4.041;24.985
"METIKALOV";1977-04-15;51.7;3.772;21.404
"METIKALOV";1977-05-15;49.53;10.461;7.236
"METIKALOV";1977-06-15;53.52;14.492;6.495
"METIKALOV";1977-07-15;71.55;15.07;5.91
"METIKALOV";1977-08-15;122.57;14.374;5.914
"METIKALOV";1977-09-15;67.45;9.642;10.252
"METIKALOV";1977-10-15;45.19;7.39;19.734
"METIKALOV";1977-11-15;93.81;2.356;73.275
"METIKALOV";1977-12-15;53.18;-1.539;18.946
"METIKALOV";1978-01-15;45.19;-1.904;19.437
"METIKALOV";1978-02-15;21.91;-4.841;15.886
"METIKALOV";1978-03-15;41.08;2.519;29.608
"METIKALOV";1978-04-15;24.42;4.979;9.672
"METIKALOV";1978-05-15;177.8;9.812;85.447
"METIKALOV";1978-06-15;65.62;12.766;10.628
"METIKALOV";1978-07-15;51.81;14.093;9.024
"METIKALOV";1978-08-15;112.41;13.267;9.081
"METIKALOV";1978-09-15;88.21;10.326;30.752
"METIKALOV";1978-10-15;31.04;6.751;11.958
"METIKALOV";1978-11-15;7.53;1.376;6.327
"METIKALOV";1978-12-15;92.21;-1.281;25.228
"METIKALOV";1979-01-15;46.9;-6.962;12.811
"METIKALOV";1979-02-15;54.09;-3.455;22.88
"METIKALOV";1979-03-15;53.86;1.741;102.439
"METIKALOV";1979-04-15;46.68;4.446;19.332
"METIKALOV";1979-05-15;20.09;11.18;10.247
"METIKALOV";1979-06-15;98.49;16.166;10.487
"METIKALOV";1979-07-15;49.98;13.664;8.664
"METIKALOV";1979-08-15;48.96;14.203;7.769
"METIKALOV";1979-09-15;123.93;11.106;17.843
"METIKALOV";1979-10-15;23.17;5.009;8.231
"METIKALOV";1979-11-15;52.61;1.132;42.611
"METIKALOV";1979-12-15;94.26;1.583;78.076
"METIKALOV";1980-01-15;49.64;-5.726;13.706
"METIKALOV";1980-02-15;58.89;-0.284;29.258
"METIKALOV";1980-03-15;42.57;0.777;37.616
"METIKALOV";1980-04-15;70.75;3.386;42.453
"METIKALOV";1980-05-15;35.03;8.354;11.176
"METIKALOV";1980-06-15;69.39;13.012;10.78
"METIKALOV";1980-07-15;135.69;12.906;16.113
"METIKALOV";1980-08-15;42.45;14.454;8.789
"METIKALOV";1980-09-15;47.02;11.352;7.863
"METIKALOV";1980-10-15;62.08;5.425;12.526
"METIKALOV";1980-11-15;38.23;0.202;32.147
"METIKALOV";1980-12-15;36.4;-2.271;15.654
"METIKALOV";1981-01-15;95.75;-5.171;16.158
"METIKALOV";1981-02-15;42.22;-3.227;23.057
"METIKALOV";1981-03-15;91.07;4.316;128.82
"METIKALOV";1981-04-15;47.36;5.142;17.49
"METIKALOV";1981-05-15;63.11;10.851;11.13
"METIKALOV";1981-06-15;21.91;14.302;9.121
"METIKALOV";1981-07-15;177;14.4;31.896
"METIKALOV";1981-08-15;103.16;14.625;23.818
"METIKALOV";1981-09-15;45.53;12.019;8.091
"METIKALOV";1981-10-15;146.07;6.193;101.126
"METIKALOV";1981-11-15;81.82;2.079;67.634
"METIKALOV";1981-12-15;78.06;-5.281;16.426
"METIKALOV";1982-01-15;62.31;-6.542;13.834
"METIKALOV";1982-02-15;6.05;-3.388;23.181
"METIKALOV";1982-03-15;29.9;1.835;72.562
"METIKALOV";1982-04-15;27.5;3.729;11.253
"METIKALOV";1982-05-15;49.76;10.89;10.727
"METIKALOV";1982-06-15;60.94;14.966;9.818
"METIKALOV";1982-07-15;74.52;17.048;8.871
"METIKALOV";1982-08-15;84.91;15.28;7.983
"METIKALOV";1982-09-15;14.15;13.846;6.887
"METIKALOV";1982-10-15;65.51;7.354;6.384
"METIKALOV";1982-11-15;22.03;2.829;5.795
"METIKALOV";1982-12-15;71.21;-0.162;20.77
"METIKALOV";1983-01-15;89.93;0.938;89.726
"METIKALOV";1983-02-15;40.17;-4.923;16.741
"METIKALOV";1983-03-15;36.06;1.767;33.132
"METIKALOV";1983-04-15;57.63;6.712;18.614
"METIKALOV";1983-05-15;89.93;10.206;21.185
"METIKALOV";1983-06-15;58.66;14.709;8.408
