"ID";"DTM";"P";"T";"RM"
"STRIBRNE_HORY";2006-05-15;88.73;11.995;36.227
"STRIBRNE_HORY";2006-06-15;63.72;16.154;25.042
"STRIBRNE_HORY";2006-07-15;25.59;20.695;16.637
"STRIBRNE_HORY";2006-08-15;212.12;14.096;33.575
"STRIBRNE_HORY";2006-09-15;20.08;14.958;14.908
"STRIBRNE_HORY";2006-10-15;49.45;9.702;11.584
"STRIBRNE_HORY";2006-11-15;80.06;4.873;28.923
"STRIBRNE_HORY";2006-12-15;24.6;1.458;20.746
"STRIBRNE_HORY";2007-01-15;90.16;2.298;47.561
"STRIBRNE_HORY";2007-02-15;63.97;1.78;44.312
"STRIBRNE_HORY";2007-03-15;66.66;4.399;41.71
"STRIBRNE_HORY";2007-04-15;3.8;9.545;24.015
"STRIBRNE_HORY";2007-05-15;75.18;13.626;19.438
"STRIBRNE_HORY";2007-06-15;73.8;17.603;14.261
"STRIBRNE_HORY";2007-07-15;70.47;17.754;10.147
"STRIBRNE_HORY";2007-08-15;35.77;17.519;6.706
"STRIBRNE_HORY";2007-09-15;169.76;10.884;13.726
"STRIBRNE_HORY";2007-10-15;31.96;6.701;9.325
"STRIBRNE_HORY";2007-11-15;116.47;0.533;53.26
"STRIBRNE_HORY";2007-12-15;37.62;-1.775;28.937
"STRIBRNE_HORY";2008-01-15;43.55;0.634;49.791
"STRIBRNE_HORY";2008-02-15;29.45;1.68;26.551
"STRIBRNE_HORY";2008-03-15;74.5;2.372;39.634
"STRIBRNE_HORY";2008-04-15;36.56;7.368;21.366
"STRIBRNE_HORY";2008-05-15;63.21;13.142;16.943
"STRIBRNE_HORY";2008-06-15;76.12;16.839;13.13
"STRIBRNE_HORY";2008-07-15;89.99;17.318;10.21
"STRIBRNE_HORY";2008-08-15;77.35;17.099;7.07
"STRIBRNE_HORY";2008-09-15;54.7;11.519;4.665
"STRIBRNE_HORY";2008-10-15;36.32;8.154;3.204
"STRIBRNE_HORY";2008-11-15;59.66;4.347;3.043
"STRIBRNE_HORY";2008-12-15;35.45;0.093;6.651
"STRIBRNE_HORY";2009-01-15;26.81;-4.385;8.888
"STRIBRNE_HORY";2009-02-15;94.79;-1.644;27.076
"STRIBRNE_HORY";2009-03-15;108.71;2.247;90.949
"STRIBRNE_HORY";2009-04-15;8.68;11.732;24.378
"STRIBRNE_HORY";2009-05-15;98;12.591;21.049
"STRIBRNE_HORY";2009-06-15;120.34;14.129;18.542
"STRIBRNE_HORY";2009-07-15;115.31;17.616;15.621
"STRIBRNE_HORY";2009-08-15;98.26;17.937;11.099
"STRIBRNE_HORY";2009-09-15;26.53;14.403;5.074
"STRIBRNE_HORY";2009-10-15;81.43;6.5;7.537
"STRIBRNE_HORY";2009-11-15;33.27;4.806;11.891
"STRIBRNE_HORY";2009-12-15;71.55;-1.253;21.019
"STRIBRNE_HORY";2010-01-15;71.54;-5.162;27.459
"STRIBRNE_HORY";2010-02-15;18.91;-2.383;32.604
"STRIBRNE_HORY";2010-03-15;45.67;1.976;44.933
"STRIBRNE_HORY";2010-04-15;76.73;7.325;34.263
"STRIBRNE_HORY";2010-05-15;121.72;11.015;41.696
"STRIBRNE_HORY";2010-06-15;75.16;16.155;23.173
"STRIBRNE_HORY";2010-07-15;141.09;19.461;22.928
"STRIBRNE_HORY";2010-08-15;168.3;16.626;39.521
"STRIBRNE_HORY";2010-09-15;89.09;10.916;32.563
"STRIBRNE_HORY";2010-10-15;6.67;5.643;16.241
"STRIBRNE_HORY";2010-11-15;49.32;4.658;21.226
"STRIBRNE_HORY";2010-12-15;71.19;-5.082;20.853
"STRIBRNE_HORY";2011-01-15;49.43;-1.468;34.459
"STRIBRNE_HORY";2011-02-15;12.28;-2.254;30.8
"STRIBRNE_HORY";2011-03-15;21.84;3.478;22.645
"STRIBRNE_HORY";2011-04-15;43.82;9.916;17.447
"STRIBRNE_HORY";2011-05-15;72.2;12.769;14.448
"STRIBRNE_HORY";2011-06-15;81.96;16.214;11.485
"STRIBRNE_HORY";2011-07-15;154.47;15.806;14.478
"STRIBRNE_HORY";2011-08-15;69.66;17.729;7.073
"STRIBRNE_HORY";2011-09-15;85.55;14.359;6.294
"STRIBRNE_HORY";2011-10-15;40.02;7.403;4.289
"STRIBRNE_HORY";2011-11-15;0.87;2.364;2.154
"STRIBRNE_HORY";2011-12-15;58.1;1.1;19.955
"STRIBRNE_HORY";2012-01-15;114.72;-0.882;29.824
"STRIBRNE_HORY";2012-02-15;44.78;-5.984;32.864
"STRIBRNE_HORY";2012-03-15;21.14;4.632;43.176
"STRIBRNE_HORY";2012-04-15;32.35;7.753;20.632
"STRIBRNE_HORY";2012-05-15;74.61;13.995;17.224
"STRIBRNE_HORY";2012-06-15;66.19;16.605;12.263
"STRIBRNE_HORY";2012-07-15;109.1;17.905;10.952
"STRIBRNE_HORY";2012-08-15;82.31;18.042;7.229
"STRIBRNE_HORY";2012-09-15;51.06;13.032;4.513
"STRIBRNE_HORY";2012-10-15;49.76;7.24;3.367
"STRIBRNE_HORY";2012-11-15;24.2;4.774;2.232
"STRIBRNE_HORY";2012-12-15;65.94;-1.807;6.562
"STRIBRNE_HORY";2013-01-15;79.73;-2.111;23.079
"STRIBRNE_HORY";2013-02-15;46.91;-1.459;30.012
"STRIBRNE_HORY";2013-03-15;29.34;-0.772;27.76
"STRIBRNE_HORY";2013-04-15;15.29;7.827;20.97
"STRIBRNE_HORY";2013-05-15;119.29;11.75;34.918
"STRIBRNE_HORY";2013-06-15;157.25;15.376;45.632
"STRIBRNE_HORY";2013-07-15;38.54;19.032;19.006
"STRIBRNE_HORY";2013-08-15;70.41;17.591;14.531
"STRIBRNE_HORY";2013-09-15;108;11.287;12.128
"STRIBRNE_HORY";2013-10-15;44.48;9.015;7.785
"STRIBRNE_HORY";2013-11-15;24.14;3.674;8.558
"STRIBRNE_HORY";2013-12-15;23.67;0.883;12.226
"STRIBRNE_HORY";2014-01-15;23.82;0.146;13.78
"STRIBRNE_HORY";2014-02-15;10.17;1.608;7.772
"STRIBRNE_HORY";2014-03-15;59.75;5.852;17.783
"STRIBRNE_HORY";2014-04-15;37.88;9.231;9.232
"STRIBRNE_HORY";2014-05-15;127.66;11.4;23.195
"STRIBRNE_HORY";2014-06-15;35.61;15.474;9
"STRIBRNE_HORY";2014-07-15;97.76;18.833;9.082
"STRIBRNE_HORY";2014-08-15;126.5;15.333;8.529
"STRIBRNE_HORY";2014-09-15;116.49;13.556;17.557
"STRIBRNE_HORY";2014-10-15;30.48;9.465;6.495
"STRIBRNE_HORY";2014-11-15;19.78;5.685;6.712
"STRIBRNE_HORY";2014-12-15;45.26;1.089;20.204
"STRIBRNE_HORY";2015-01-15;73.25;0.312;37.576
"STRIBRNE_HORY";2015-02-15;11.07;-0.498;18.414
"STRIBRNE_HORY";2015-03-15;58.6;3.53;38.493
"STRIBRNE_HORY";2015-04-15;25.74;7.198;12.683
"STRIBRNE_HORY";2015-05-15;55.53;11.811;10.362
"STRIBRNE_HORY";2015-06-15;50.67;15.718;7.388
"STRIBRNE_HORY";2015-07-15;44.63;19.856;5.103
"STRIBRNE_HORY";2015-08-15;84.25;21.16;4.214
"STRIBRNE_HORY";2015-09-15;34.5;12.683;2.522
"STRIBRNE_HORY";2015-10-15;51.62;7.653;1.955
"STRIBRNE_HORY";2015-11-15;112.94;5.409;10.867
"STRIBRNE_HORY";2015-12-15;23.96;3.327;10.389
"TUCHORAZ";1901-01-15;85.04;-6.292;12.015
"TUCHORAZ";1901-02-15;64.84;-6.377;13.866
"TUCHORAZ";1901-03-15;91.02;1.407;165.368
"TUCHORAZ";1901-04-15;48.8;7.886;9.589
"TUCHORAZ";1901-05-15;71.08;13.494;10.307
"TUCHORAZ";1901-06-15;93.83;16.681;10.766
"TUCHORAZ";1901-07-15;81.11;18.703;8.479
"TUCHORAZ";1901-08-15;15.61;17.051;5.408
"TUCHORAZ";1901-09-15;28.41;12.986;4.904
"TUCHORAZ";1901-10-15;56.69;9.662;4.614
"TUCHORAZ";1901-11-15;22.87;1.405;4.019
"TUCHORAZ";1901-12-15;58.26;-0.175;5.085
"TUCHORAZ";1902-01-15;15.38;1.985;11.024
"TUCHORAZ";1902-02-15;28.89;-1.79;8.25
"TUCHORAZ";1902-03-15;60.11;2.688;43.07
"TUCHORAZ";1902-04-15;94.13;7.262;27.833
"TUCHORAZ";1902-05-15;32.87;9.444;6.977
"TUCHORAZ";1902-06-15;52.21;15.466;6.818
"TUCHORAZ";1902-07-15;74.89;16.176;6.493
"TUCHORAZ";1902-08-15;50.69;15.949;5.06
"TUCHORAZ";1902-09-15;29.87;12.743;4.252
"TUCHORAZ";1902-10-15;57.32;6.945;4.034
"TUCHORAZ";1902-11-15;61.63;-0.838;3.896
"TUCHORAZ";1902-12-15;51.26;-5.651;12.859
"TUCHORAZ";1903-01-15;51.14;-2.405;17.484
"TUCHORAZ";1903-02-15;18.83;2.049;17.344
"TUCHORAZ";1903-03-15;49.8;5.157;19.053
"TUCHORAZ";1903-04-15;46.7;5.392;12.899
"TUCHORAZ";1903-05-15;44.8;13.286;9.878
"TUCHORAZ";1903-06-15;63.6;15.183;9.354
"TUCHORAZ";1903-07-15;80.11;17.056;8.668
"TUCHORAZ";1903-08-15;55.55;16.955;6.888
"TUCHORAZ";1903-09-15;35.57;13.253;5.841
"TUCHORAZ";1903-10-15;52.48;9.355;5.393
"TUCHORAZ";1903-11-15;40.03;3.891;4.972
"TUCHORAZ";1903-12-15;51.43;-2.384;7.295
"TUCHORAZ";1904-01-15;19.48;-2.464;8.352
"TUCHORAZ";1904-02-15;30.23;-0.138;10.271
"TUCHORAZ";1904-03-15;16.96;2.884;6.925
"TUCHORAZ";1904-04-15;65.68;8.927;12.723
"TUCHORAZ";1904-05-15;56.56;12.24;8.036
"TUCHORAZ";1904-06-15;63.83;15.988;7.328
"TUCHORAZ";1904-07-15;128.7;19.541;9.728
"TUCHORAZ";1904-08-15;84.38;18.143;6.516
"TUCHORAZ";1904-09-15;51.32;12.553;4.651
"TUCHORAZ";1904-10-15;54.23;8.243;4.299
"TUCHORAZ";1904-11-15;2.66;2.076;3.245
"TUCHORAZ";1904-12-15;67.53;0.586;13.695
"TUCHORAZ";1905-01-15;21.91;-4.172;8.123
"TUCHORAZ";1905-02-15;39.12;-0.138;11.501
"TUCHORAZ";1905-03-15;22.98;4.285;7.053
"TUCHORAZ";1905-04-15;70.54;5.788;20.626
"TUCHORAZ";1905-05-15;74.61;12.551;10.521
"TUCHORAZ";1905-06-15;27.19;17.589;6.839
"TUCHORAZ";1905-07-15;12.96;19.236;5.842
"TUCHORAZ";1905-08-15;11.45;17.468;5.233
"TUCHORAZ";1905-09-15;47.22;13.509;4.771
"TUCHORAZ";1905-10-15;57.32;4.697;4.323
"TUCHORAZ";1905-11-15;44.23;2.601;4.289
"TUCHORAZ";1905-12-15;30.06;0.003;3.831
"TUCHORAZ";1906-01-15;30.78;-0.622;8.277
"TUCHORAZ";1906-02-15;32.41;-0.673;9.989
"TUCHORAZ";1906-03-15;42.06;2.103;28.082
"TUCHORAZ";1906-04-15;47.31;9.183;7.025
"TUCHORAZ";1906-05-15;55.66;13.751;6.817
"TUCHORAZ";1906-06-15;66.44;15.177;6.278
"TUCHORAZ";1906-07-15;97.79;18.193;6.643
"TUCHORAZ";1906-08-15;100.25;17.04;5.845
"TUCHORAZ";1906-09-15;54.57;12.546;4.038
"TUCHORAZ";1906-10-15;53.69;8.558;3.675
"TUCHORAZ";1906-11-15;61.31;5.459;7.933
"TUCHORAZ";1906-12-15;22.65;-3.849;7.372
"TUCHORAZ";1907-01-15;50.48;-2.239;14.099
"TUCHORAZ";1907-02-15;28.18;-2.455;12.621
"TUCHORAZ";1907-03-15;62.79;1.695;52.471
"TUCHORAZ";1907-04-15;16.52;5.988;8.098
"TUCHORAZ";1907-05-15;93.22;14.447;11.178
"TUCHORAZ";1907-06-15;67.7;16.392;8.441
"TUCHORAZ";1907-07-15;51.77;15.556;6.549
"TUCHORAZ";1907-08-15;50.15;17.382;5.629
"TUCHORAZ";1907-09-15;158.28;12.995;14.599
"TUCHORAZ";1907-10-15;18.09;11.797;5.341
"TUCHORAZ";1907-11-15;36.08;1.058;10.404
"TUCHORAZ";1907-12-15;19.46;-0.362;7.913
"TUCHORAZ";1908-01-15;34.96;-3.675;12.425
"TUCHORAZ";1908-02-15;14.54;0.064;13.468
"TUCHORAZ";1908-03-15;40.02;2.153;15.874
"TUCHORAZ";1908-04-15;58.79;6.19;15.061
"TUCHORAZ";1908-05-15;45.73;14.943;8.504
"TUCHORAZ";1908-06-15;99.51;17.64;10.051
"TUCHORAZ";1908-07-15;144.21;17.986;12.003
"TUCHORAZ";1908-08-15;52.55;15.495;6.458
"TUCHORAZ";1908-09-15;36.41;12.188;5.144
"TUCHORAZ";1908-10-15;22.43;7.858;4.399
"TUCHORAZ";1908-11-15;25.82;-0.653;3.844
"TUCHORAZ";1908-12-15;27.16;-3.136;3.459
"TUCHORAZ";1909-01-15;24.41;-3.563;4.684
"TUCHORAZ";1909-02-15;37.52;-4.261;10.893
"TUCHORAZ";1909-03-15;29.17;1.044;17.867
"TUCHORAZ";1909-04-15;44.78;7.917;6.565
"TUCHORAZ";1909-05-15;73.22;11.086;7.851
"TUCHORAZ";1909-06-15;72.7;15.386;7.094
"TUCHORAZ";1909-07-15;60.57;15.893;5.274
"TUCHORAZ";1909-08-15;57.12;17.801;4.283
"TUCHORAZ";1909-09-15;50.3;13.901;3.556
"TUCHORAZ";1909-10-15;1.48;10.079;2.843
"TUCHORAZ";1909-11-15;30;1.297;2.653
"TUCHORAZ";1909-12-15;51.42;-0.371;2.301
"TUCHORAZ";1910-01-15;23.61;-0.13;2.82
"TUCHORAZ";1910-02-15;60.34;1.079;52.438
"TUCHORAZ";1910-03-15;29.47;2.955;5.182
"TUCHORAZ";1910-04-15;65.83;7.44;11.316
"TUCHORAZ";1910-05-15;50.33;13.099;4.267
"TUCHORAZ";1910-06-15;74.52;17.144;4.733
"TUCHORAZ";1910-07-15;153.27;16.301;8.652
"TUCHORAZ";1910-08-15;47.12;16.401;3.125
"TUCHORAZ";1910-09-15;76.03;11.949;3.661
"TUCHORAZ";1910-10-15;19.75;8.587;1.792
"TUCHORAZ";1910-11-15;36.89;1.555;2.014
"TUCHORAZ";1910-12-15;9.98;1.116;1.389
"TUCHORAZ";1911-01-15;19.94;-2.248;4.633
"TUCHORAZ";1911-02-15;27.39;-0.809;6.617
"TUCHORAZ";1911-03-15;23.54;3.413;3.784
"TUCHORAZ";1911-04-15;29.49;7.831;3.928
"TUCHORAZ";1911-05-15;70.96;13.301;5.535
"TUCHORAZ";1911-06-15;144.64;16.125;11.13
"TUCHORAZ";1911-07-15;87.62;20.03;6.872
"TUCHORAZ";1911-08-15;78.51;19.995;4.534
"TUCHORAZ";1911-09-15;138.74;14.761;14.67
"TUCHORAZ";1911-10-15;16.03;8.191;2.916
"TUCHORAZ";1911-11-15;39.78;3.717;10.626
"TUCHORAZ";1911-12-15;73.76;0.603;34.85
"TUCHORAZ";1912-01-15;30.09;-5.326;12.742
"TUCHORAZ";1912-02-15;40.28;-0.066;14.832
"TUCHORAZ";1912-03-15;31.44;5.213;11.943
"TUCHORAZ";1912-04-15;24.32;6.527;9.333
"TUCHORAZ";1912-05-15;44.83;12.332;9.061
"TUCHORAZ";1912-06-15;19.37;16.444;7.39
"TUCHORAZ";1912-07-15;23.46;18.499;6.613
"TUCHORAZ";1912-08-15;20.67;15.065;5.906
"TUCHORAZ";1912-09-15;59.27;8.888;5.39
"TUCHORAZ";1912-10-15;23.96;6.043;4.834
"TUCHORAZ";1912-11-15;92.69;0.553;7.523
"TUCHORAZ";1912-12-15;33.96;0.935;16.836
"TUCHORAZ";1913-01-15;34;-2.918;11.785
"TUCHORAZ";1913-02-15;34.83;-1.173;13.138
"TUCHORAZ";1913-03-15;36.29;5.453;15.246
"TUCHORAZ";1913-04-15;32.34;8.192;8.547
"TUCHORAZ";1913-05-15;46.78;12.588;8.212
"TUCHORAZ";1913-06-15;128.39;15.292;11.932
"TUCHORAZ";1913-07-15;53.13;14.986;7.044
"TUCHORAZ";1913-08-15;165.95;15.355;20.062
"TUCHORAZ";1913-09-15;40.07;12.855;6.568
"TUCHORAZ";1913-10-15;38.88;8.383;5.812
"TUCHORAZ";1913-11-15;32.61;5.107;11.236
"TUCHORAZ";1913-12-15;64.87;0.855;32.13
"TUCHORAZ";1914-01-15;23.43;-5.167;12.412
"TUCHORAZ";1914-02-15;12.07;-1.209;9.885
"TUCHORAZ";1914-03-15;25.67;4.149;8.278
"TUCHORAZ";1914-04-15;28.45;9.646;7.935
"TUCHORAZ";1914-05-15;36.58;12.159;7.308
"TUCHORAZ";1914-06-15;105.54;15.318;9.184
"TUCHORAZ";1914-07-15;75.67;18.051;7.033
"TUCHORAZ";1914-08-15;78.78;17.807;6.028
"TUCHORAZ";1914-09-15;39.54;12.64;4.628
"TUCHORAZ";1914-10-15;15.89;8.124;3.985
"TUCHORAZ";1914-11-15;33.84;2.728;3.688
"TUCHORAZ";1914-12-15;38.56;0.53;3.583
"TUCHORAZ";1915-01-15;24.91;-0.722;2.879
"TUCHORAZ";1915-02-15;16.09;-0.771;3.439
"TUCHORAZ";1915-03-15;62.25;0.769;48.414
"TUCHORAZ";1915-04-15;26.33;7.205;2.811
"TUCHORAZ";1915-05-15;102.88;13.686;7.315
"TUCHORAZ";1915-06-15;74.27;18.225;4.849
"TUCHORAZ";1915-07-15;117.98;17.138;6.371
"TUCHORAZ";1915-08-15;67.93;15.292;3.147
"TUCHORAZ";1915-09-15;56.03;11.492;2.285
"TUCHORAZ";1915-10-15;49.29;6.745;2.001
"TUCHORAZ";1915-11-15;44.43;0.299;6.443
"TUCHORAZ";1915-12-15;68.03;1.849;29.966
"TUCHORAZ";1916-01-15;52.83;2.565;24.922
"TUCHORAZ";1916-02-15;38.92;-1.086;13.307
"TUCHORAZ";1916-03-15;53.98;5.188;33.132
"TUCHORAZ";1916-04-15;97.42;8.425;30.658
"TUCHORAZ";1916-05-15;43.71;13.973;10.314
"TUCHORAZ";1916-06-15;77.36;13.705;10.44
"TUCHORAZ";1916-07-15;78.93;16.949;9.295
"TUCHORAZ";1916-08-15;125.92;16.395;10.1
"TUCHORAZ";1916-09-15;74.28;12.34;8.21
"TUCHORAZ";1916-10-15;103.57;8.428;34.486
"TUCHORAZ";1916-11-15;11.07;3.72;8.028
"TUCHORAZ";1916-12-15;55.03;1.568;29.397
"TUCHORAZ";1917-01-15;62.67;-4.055;21.759
"TUCHORAZ";1917-02-15;39.02;-6.499;19.207
"TUCHORAZ";1917-03-15;58.06;-0.614;25.403
"TUCHORAZ";1917-04-15;36.52;4.346;17.456
"TUCHORAZ";1917-05-15;47.74;14.721;16.72
"TUCHORAZ";1917-06-15;169.33;19.019;24.369
"TUCHORAZ";1917-07-15;101.19;18.467;18.432
"TUCHORAZ";1917-08-15;93.28;18.047;15.235
"TUCHORAZ";1917-09-15;35.9;15.04;10.605
"TUCHORAZ";1917-10-15;33.87;8.253;9.422
"TUCHORAZ";1917-11-15;63.14;3.701;13.758
"TUCHORAZ";1917-12-15;43.28;-3.193;16.433
"TUCHORAZ";1918-01-15;60.37;-0.711;21.807
"TUCHORAZ";1918-02-15;17.95;-0.238;15.834
"TUCHORAZ";1918-03-15;47.7;3.495;36.615
"TUCHORAZ";1918-04-15;120.62;10.422;43.421
"TUCHORAZ";1918-05-15;34.91;14.019;14.354
"TUCHORAZ";1918-06-15;29.22;13.973;12.544
"TUCHORAZ";1918-07-15;38.14;17.119;11.279
"TUCHORAZ";1918-08-15;51.86;16.943;10.146
"TUCHORAZ";1918-09-15;23.33;14.54;8.957
"TUCHORAZ";1918-10-15;40.69;8.583;8.095
"TUCHORAZ";1918-11-15;43.67;1.749;7.435
"TUCHORAZ";1918-12-15;65.58;1.778;12.168
"TUCHORAZ";1919-01-15;28.91;-0.013;11.175
"TUCHORAZ";1919-02-15;44.43;-2.173;15.806
"TUCHORAZ";1919-03-15;10.18;3.14;10.007
"TUCHORAZ";1919-04-15;70.46;5.901;23.053
"TUCHORAZ";1919-05-15;26.44;10.279;9.954
"TUCHORAZ";1919-06-15;51.47;15.144;9.566
"TUCHORAZ";1919-07-15;124.81;15.341;11.194
"TUCHORAZ";1919-08-15;59.85;16.834;8.142
"TUCHORAZ";1919-09-15;38.49;15.535;6.598
"TUCHORAZ";1919-10-15;42.81;6.71;5.957
"TUCHORAZ";1919-11-15;23.57;-0.426;5.058
"TUCHORAZ";1919-12-15;27.2;-0.995;4.551
"TUCHORAZ";1920-01-15;24.73;0.767;10.678
"TUCHORAZ";1920-02-15;25.55;0.577;10.869
"TUCHORAZ";1920-03-15;52.71;5.211;15.285
"TUCHORAZ";1920-04-15;60.82;10.705;7.22
"TUCHORAZ";1920-05-15;54.45;14.507;6.234
"TUCHORAZ";1920-06-15;120.45;14.667;9.636
"TUCHORAZ";1920-07-15;35.76;18.493;4.243
"TUCHORAZ";1920-08-15;49.24;16.251;3.777
"TUCHORAZ";1920-09-15;26.39;13.594;3.04
"TUCHORAZ";1920-10-15;83.48;5.584;3.348
"TUCHORAZ";1920-11-15;22.79;-0.707;2.384
"TUCHORAZ";1920-12-15;66.9;-0.92;13.822
"TUCHORAZ";1921-01-15;95.66;3.226;92.509
"TUCHORAZ";1921-02-15;25.08;-0.564;9.456
"TUCHORAZ";1921-03-15;26.04;4.474;6.627
"TUCHORAZ";1921-04-15;80.58;7.631;22.025
"TUCHORAZ";1921-05-15;86.45;14.573;11.436
"TUCHORAZ";1921-06-15;43.45;14.525;7.238
"TUCHORAZ";1921-07-15;81.25;18.915;7.602
"TUCHORAZ";1921-08-15;108.19;18.325;7.39
"TUCHORAZ";1921-09-15;26.29;13.227;4.708
"TUCHORAZ";1921-10-15;7.67;9.882;4.102
"TUCHORAZ";1921-11-15;102.01;-0.655;7.461
"TUCHORAZ";1921-12-15;75.79;-1.755;19.751
"TUCHORAZ";1922-01-15;59;-4.377;22.09
"TUCHORAZ";1922-02-15;28.2;-4.273;19.269
"TUCHORAZ";1922-03-15;16.28;3.245;14.476
"TUCHORAZ";1922-04-15;71.77;6.401;26.865
"TUCHORAZ";1922-05-15;18.92;13.669;13.325
"TUCHORAZ";1922-06-15;95.82;16.521;14.501
"TUCHORAZ";1922-07-15;48.34;16.804;11.199
"TUCHORAZ";1922-08-15;63.41;15.91;10.094
"TUCHORAZ";1922-09-15;7.57;11.397;8.598
"TUCHORAZ";1922-10-15;32.15;5.322;7.8
"TUCHORAZ";1922-11-15;1.68;1.336;6.956
"TUCHORAZ";1922-12-15;52.39;0.003;6.591
"TUCHORAZ";1923-01-15;40.83;-0.409;6.033
"TUCHORAZ";1923-02-15;40.2;-1.294;12.251
"TUCHORAZ";1923-03-15;77.66;4.027;59.276
"TUCHORAZ";1923-04-15;26.53;6.533;7.094
"TUCHORAZ";1923-05-15;4.04;13.334;6.01
"TUCHORAZ";1923-06-15;59.35;11.901;6.16
"TUCHORAZ";1923-07-15;96.1;18.628;6.379
"TUCHORAZ";1923-08-15;114.49;16.73;6.063
"TUCHORAZ";1923-09-15;103.32;13.84;6.545
"TUCHORAZ";1923-10-15;73.49;10.636;14.883
"TUCHORAZ";1923-11-15;19.65;2.251;9.043
"TUCHORAZ";1923-12-15;22.8;-3.349;8.83
"TUCHORAZ";1924-01-15;58.26;-4.778;17.659
"TUCHORAZ";1924-02-15;33.69;-4.874;16.645
"TUCHORAZ";1924-03-15;15.85;1.129;11.43
"TUCHORAZ";1924-04-15;68.51;6.627;22.044
"TUCHORAZ";1924-05-15;75.45;14.334;13.836
"TUCHORAZ";1924-06-15;100.75;15.392;14.262
"TUCHORAZ";1924-07-15;63.94;17.273;10.252
"TUCHORAZ";1924-08-15;40.55;15.659;8.029
"TUCHORAZ";1924-09-15;25.99;14.44;6.936
"TUCHORAZ";1924-10-15;101.27;8.976;7.366
"TUCHORAZ";1924-11-15;46.25;1.336;18.384
"TUCHORAZ";1924-12-15;44.03;-1.747;14.913
"TUCHORAZ";1925-01-15;24.02;0.818;26.345
"TUCHORAZ";1925-02-15;30.82;2.266;16.719
"TUCHORAZ";1925-03-15;37.2;0.807;17.857
"TUCHORAZ";1925-04-15;44.04;8.421;9.833
"TUCHORAZ";1925-05-15;68.84;14.492;10.407
"TUCHORAZ";1925-06-15;101.92;14.908;11.323
"TUCHORAZ";1925-07-15;31.01;17.641;6.697
"TUCHORAZ";1925-08-15;61.22;16.79;6.335
"TUCHORAZ";1925-09-15;54.94;11.842;5.491
"TUCHORAZ";1925-10-15;28.73;8.136;4.712
"TUCHORAZ";1925-11-15;46.59;1.784;4.45
"TUCHORAZ";1925-12-15;52.38;-2.174;5.889
"TUCHORAZ";1926-01-15;20.65;-2.347;7.809
"TUCHORAZ";1926-02-15;22.3;2.306;15.406
"TUCHORAZ";1926-03-15;53.85;3.19;18.927
"TUCHORAZ";1926-04-15;40.67;9.551;6.799
"TUCHORAZ";1926-05-15;70.73;11.895;7.778
"TUCHORAZ";1926-06-15;43.21;14.04;5.528
"TUCHORAZ";1926-07-15;120.99;17.753;8.026
"TUCHORAZ";1926-08-15;154.24;16.127;11.092
"TUCHORAZ";1926-09-15;32.78;14.621;4.17
"TUCHORAZ";1926-10-15;92.38;8.38;22.348
"TUCHORAZ";1926-11-15;42.44;6.123;17.875
"TUCHORAZ";1926-12-15;19.3;-0.849;9.049
"TUCHORAZ";1927-01-15;39.66;0.613;39.655
"TUCHORAZ";1927-02-15;32.3;-1.638;11.388
"TUCHORAZ";1927-03-15;30.87;5.111;9.414
"TUCHORAZ";1927-04-15;26.17;7.536;7.081
"TUCHORAZ";1927-05-15;114.67;11.23;16.248
"TUCHORAZ";1927-06-15;238.08;15.723;83.059
"TUCHORAZ";1927-07-15;123.54;18.228;20.071
"TUCHORAZ";1927-08-15;53.73;17.43;11.483
"TUCHORAZ";1927-09-15;46.97;14.223;9.645
"TUCHORAZ";1927-10-15;56.16;8.034;8.968
"TUCHORAZ";1927-11-15;37.07;1.832;12.034
"TUCHORAZ";1927-12-15;46.02;-4.977;16.45
"TUCHORAZ";1928-01-15;42.27;0.103;46.263
"TUCHORAZ";1928-02-15;15.27;0.103;11.848
"TUCHORAZ";1928-03-15;65.34;1.188;30.569
"TUCHORAZ";1928-04-15;117.57;7.788;44.392
"TUCHORAZ";1928-05-15;19.56;10.486;12.675
"TUCHORAZ";1928-06-15;56.96;14.821;12.316
"TUCHORAZ";1928-07-15;58.5;19.921;10.831
"TUCHORAZ";1928-08-15;40.7;17.284;9.252
"TUCHORAZ";1928-09-15;71.3;13.088;8.489
"TUCHORAZ";1928-10-15;28.02;8.345;7.459
"TUCHORAZ";1928-11-15;30.23;5.743;6.743
"TUCHORAZ";1928-12-15;45.75;-2.164;5.941
"TUCHORAZ";1929-01-15;40.41;-7.393;5.345
"TUCHORAZ";1929-02-15;46.04;-6.941;8.409
"TUCHORAZ";1929-03-15;25.88;0.436;69.373
"TUCHORAZ";1929-04-15;112.62;4.717;42.211
"TUCHORAZ";1929-05-15;86.1;13.699;12.902
"TUCHORAZ";1929-06-15;53.22;15.327;9.147
"TUCHORAZ";1929-07-15;23.7;18.476;7.017
"TUCHORAZ";1929-08-15;118.58;17.682;7.956
"TUCHORAZ";1929-09-15;39.59;15.054;5.913
"TUCHORAZ";1929-10-15;25.58;10.27;5.104
"TUCHORAZ";1929-11-15;33.5;3.997;4.681
"TUCHORAZ";1929-12-15;16.92;1.682;4.118
"TUCHORAZ";1930-01-15;40.94;-0.676;3.625
"TUCHORAZ";1930-02-15;31.18;-2.203;8.241
"TUCHORAZ";1930-03-15;7.53;4.323;4.856
